year,last_name, first_name,player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,White, Mitch,669952,R,CH,10,87.3,1395,16.6,0.9699935337790462,0.917736988238911,135.0218204357774,105.84188776859617,Changeup,92,90,150,29.179932667181248,29.179932667181255,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M
,Saucedo, Tayler,642048,L,CH,45,87.1,2014,19.7,0.9561082910642436,0.9881472679176949,246.30329642520138,255.91174997555058,Changeup,99,585,570,-9.608453550349196,9.608453550349164,15,9,45,9,30,0,15,9:45,9:30,+0H 15M
,Kikuchi, Yusei,579328,L,CH,257,86.3,1458,12.3,0.679309135955236,0.8728979124192633,223.13676065349492,249.90095968274233,Changeup,87,630,585,-26.764199029247408,26.764199029247393,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Davis, Wade,451584,R,CH,12,84.4,1772,13.7,0.7078167840215834,0.8678056570765977,163.06422562645548,134.1501280242561,Changeup,87,750,90,28.914097602199377,28.91409760219938,-60,12,30,1,30,1,0,12:30,1:30,-1H 00M
,Mejía, J.C.,650496,R,CH,113,87.6,1784,14.3,0.7360929768753947,0.715089141455472,123.5827632453701,102.61833413910284,Changeup,72,120,150,20.96442910626726,20.964429106267268,-30,2,0,2,30,0,30,2:00,2:30,-0H 30M
,Latz, Jake,656641,L,CH,20,83.2,1515,14.9,0.8236002368703657,0.9416253293051804,231.88883941286295,217.20463895607176,Changeup,94,615,645,14.684200456791189,14.684200456791181,-30,10,15,10,45,0,30,10:15,10:45,-0H 30M
,Garza, Justin,621057,R,CH,41,85,1666,17.1,0.9051278894065997,0.93921556701768,130.83901884144,109.54818542904316,Changeup,94,105,135,21.29083341239685,21.29083341239684,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,McClanahan, Shane,663556,L,CH,157,89.2,1725,19.3,1.0016947580368543,0.9869868428146021,239.92049472741638,238.78776024965947,Changeup,99,600,600,1.1327344777569124,1.1327344777569215,0,10,0,10,0,0,0,10:00,10:00, 0H 00M
,Plesac, Zach,668676,R,CH,535,85.7,1599,16,0.8544487780754036,0.9882423410092586,129.87088038867665,125.26809193262451,Changeup,99,105,105,4.602788456052139,4.6027884560521235,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,Dunning, Dane,641540,R,CH,247,84.5,1935,19,0.9258210972807638,0.9897471842451684,111.87313258304198,104.68141891817868,Changeup,99,135,150,7.1917136648633,7.191713664863295,-15,2,15,2,30,0,15,2:15,2:30,-0H 15M
,Suárez, Ranger,624133,L,CH,386,85,1491,16.8,0.927579130639364,0.9415219345794767,234.13424799197475,252.3372100112469,Changeup,94,615,570,-18.20296201927215,18.202962019272125,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Duplantier, Jon,641541,R,CH,13,83.8,1644,17,0.9275704420564854,0.9934277896712914,112.41945555044121,103.30500439397481,Changeup,99,135,150,9.114451156466401,9.114451156466409,-15,2,15,2,30,0,15,2:15,2:30,-0H 15M
,Moran, Jovani,663558,L,CH,75,82,1784,15.6,0.785225388562283,0.8405075638125385,216.19877952495273,241.7112384874585,Changeup,84,645,600,-25.512458962505775,25.51245896250581,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,Gallen, Zac,668678,R,CH,305,86.1,1479,13.6,0.7723991727933881,0.8939339996062966,129.37666143440742,100.66724615892109,Changeup,89,105,165,28.709415275486336,28.70941527548635,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Falter, Bailey,663559,L,CH,32,83.7,1659,17,0.8952396441381769,0.9521738108981973,201.82017813432063,213.10231911047373,Changeup,95,675,660,-11.282140976153102,11.282140976153094,15,11,15,11,0,0,15,11:15,11:00,+0H 15M
,Romero, Jhon,664584,R,CH,11,85,1300,11.9,0.7665771776197216,0.9344919273435938,129.6866313997879,110.33891063401266,Changeup,93,105,135,19.347720765775236,19.347720765775243,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Anderson, Ian,666120,R,CH,679,88.1,1646,15.4,0.8365259990339127,0.98581767882872,143.7045582736454,135.94156760469724,Changeup,99,75,90,7.762990668948163,7.762990668948166,-15,1,15,1,30,0,15,1:15,1:30,-0H 15M
,Ureña, José,570632,R,CH,228,89.8,1677,16.7,0.8941738899388469,0.958073294102681,132.5435102539813,121.13166388900672,Changeup,96,90,120,11.411846364974593,11.4118463649746,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,Farmer, Buck,571656,R,CH,178,87.7,1591,16.2,0.8895454819413812,0.8978373058287432,116.25163499741936,98.60311923037573,Changeup,90,120,165,17.648515767043634,17.648515767043648,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Ponce, Cody,664074,R,CH,58,86.2,1888,17,0.8585647579102186,0.9947513199988685,127.30745700600781,125.24735713652315,Changeup,99,105,105,2.0600998694846595,2.060099869484678,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,Cotton, Jharel,605194,R,CH,163,80,2350,15.4,0.6730289427273006,0.7735946102732747,110.40059935565785,115.4309043807062,Changeup,77,135,135,-5.030305025048349,5.030305025048335,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,Gray, Sonny,543243,R,CH,62,87.8,1813,15.4,0.7858025746038382,0.8639941281531086,144.5355460322323,121.23353692314558,Changeup,86,75,120,23.302009109086725,23.302009109086715,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Ross, Joe,605452,R,CH,99,88.5,1695,16.3,0.8619703271406213,0.9271906728951043,130.39185553224706,117.32968742613197,Changeup,93,105,120,13.062168106115095,13.062168106115111,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,Zimmer, Kyle,622092,R,CH,20,87,1653,15.3,0.8222816637918993,0.9005917769481533,165.50681385126563,138.19537819546196,Changeup,90,750,90,27.311435655803677,27.311435655803685,-60,12,30,1,30,1,0,12:30,1:30,-1H 00M
,Clippard, Tyler,461325,R,CH,140,78.3,2090,19.3,0.9015383118046885,0.9743305297785807,129.32779662984993,135.3190631073009,Changeup,97,105,90,-5.991266477450978,5.991266477450952,15,1,45,1,30,0,15,1:45,1:30,+0H 15M
,Romero, JoJo,668941,L,CH,35,85.7,1573,17.3,0.9224556541928846,0.9631370502869375,245.02844834120833,259.4812349143455,Changeup,96,585,555,-14.452786573137189,14.452786573137164,30,9,45,9,15,0,30,9:45,9:15,+0H 30M
,Ramirez, Nick,598286,L,CH,122,79.2,1518,16.4,0.86425671605711,0.9811217155784744,248.40311780101192,245.0648124315633,Changeup,98,585,585,3.3383053694486193,3.33830536944864,0,9,45,9,45,0,0,9:45,9:45, 0H 00M
,Lambert, Peter,663567,R,CH,45,84.8,1348,10.7,0.7436714719360487,0.994539371117196,130.43378235114494,109.86105444029103,Changeup,99,105,135,20.572727910853914,20.572727910853907,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Ramirez, Noé,598287,R,CH,165,84.1,2131,14.9,0.7027818585278842,0.7156943182213554,105.94890833416817,73.63554681357837,Changeup,72,150,210,32.313361520589794,32.3133615205898,-60,2,30,3,30,1,0,2:30,3:30,-1H 00M
,Ashby, Aaron,676879,L,CH,109,88.9,1887,14.6,0.7497296745414409,0.8231164324007809,231.44427027735864,266.2268476919658,Changeup,82,615,555,-34.782577414607175,34.7825774146072,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,Bieber, Shane,669456,R,CH,73,87.4,1740,17.6,0.9005237479701492,0.9861824923542419,124.08709443532749,113.70103670510153,Changeup,99,105,135,10.386057730225957,10.386057730225954,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Davies, Zach,605200,R,CH,834,78.5,1691,16,0.8046967082150663,0.9791480787328307,108.34903128312075,113.67887042423246,Changeup,98,150,135,-5.329839141111705,5.329839141111707,15,2,30,2,15,0,15,2:30,2:15,+0H 15M
,Burns, Andy,542992,R,CH,14,77.1,1863,17.5,0.8379633777087832,0.9404648656603777,138.7471200461472,146.5813012954285,Changeup,94,90,60,-7.8341812492813006,7.8341812492813085,30,1,30,1,0,0,30,1:30,1:00,+0H 30M
,Senzatela, Antonio,622608,R,CH,147,85.9,2015,10.7,0.5557641317522152,0.6132812254443037,160.80817124800342,133.0044702315381,Changeup,61,765,90,27.80370101646531,27.80370101646533,-45,12,45,1,30,0,45,12:45,1:30,-0H 45M
,Yajure, Miguel,664337,R,CH,52,87.7,1605,13.5,0.7160248059867046,0.7968268184007717,138.3006687905571,98.73987270582326,Changeup,80,90,165,39.56079608473384,39.560796084733816,-75,1,30,2,45,1,15,1:30,2:45,-1H 15M
,Garrett, Braxton,666129,L,CH,69,84.5,1620,18.8,0.9776809413507008,0.9508887583859589,222.40775256584917,243.7274054368731,Changeup,95,630,600,-21.319652871023948,21.319652871023955,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,Quantrill, Cal,615698,R,CH,315,85,1354,14.3,0.8356344763818433,0.9728805313763674,132.11183613074422,125.72872846002063,Changeup,97,90,105,6.383107670723589,6.383107670723571,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Rucker, Michael,621074,R,CH,35,90.4,1690,14,0.7811764993600709,0.9433586626787046,134.94560218835022,113.50976895968763,Changeup,94,90,135,21.435833228662588,21.435833228662577,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Smith, Drew,622098,R,CH,27,85.2,2013,19.7,0.9418906523871485,0.9932203032758569,122.10443624798114,128.4771466961082,Changeup,99,120,105,-6.372710448127066,6.372710448127064,15,2,0,1,45,0,15,2:00,1:45,+0H 15M
,Fiers, Mike,571666,R,CH,17,81.4,1874,19,0.8757521428429981,0.8704805940812982,136.29388570009496,108.06340958782276,Changeup,87,90,150,28.2304761122722,28.23047611227219,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M
,Burnes, Corbin,669203,R,CH,241,90.7,1868,16.1,0.8302665448366024,0.7749065517108533,142.13599626040707,113.57220971449499,Changeup,77,75,135,28.56378654591208,28.563786545912087,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,May, Trevor,543507,R,CH,169,87,1720,17.5,0.9006796883122814,0.9504795499985007,143.63581899439419,140.40737805179594,Changeup,95,75,75,3.2284409425982403,3.2284409425982616,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Garcia, Luis,677651,R,CH,274,83.4,1906,19,0.9135883784576243,0.9911606219475532,123.13059369317949,116.26513561676776,Changeup,99,120,120,6.865458076411727,6.865458076411718,0,2,0,2,0,0,0,2:00,2:00, 0H 00M
,García, Deivi,665620,R,CH,30,82.5,1977,19.6,0.9141352142632794,0.992294214022388,133.94736079785528,124.45106898084364,Changeup,99,90,105,9.496291817011638,9.496291817011636,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Kaprielian, James,621076,R,CH,295,83.7,1287,10.3,0.6138687021715205,0.5755255785486536,126.3149188469368,97.22555769634873,Changeup,58,105,165,29.089361150588076,29.08936115058808,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Sheffield, Jordan,642068,R,CH,75,90.2,2098,17.7,0.927779223933771,0.9945885791766615,129.1278048120758,119.46916317987707,Changeup,99,105,120,9.658641632198723,9.658641632198734,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,Báez, Pedro,520980,R,CH,36,83.2,1576,17.4,0.9240398357217577,0.9909294875996388,146.536963409753,132.4189790668392,Changeup,99,60,90,14.117984342913815,14.117984342913825,-30,1,0,1,30,0,30,1:00,1:30,-0H 30M
,Ponce de Leon, Daniel,594965,R,CH,79,86.1,1907,18.5,0.9237232677246299,0.9740749479134412,127.33674979271603,115.58083751933077,Changeup,97,105,135,11.755912273385263,11.755912273385265,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Gutierrez, Vladimir,661269,R,CH,224,81.4,1660,15.7,0.8182017043875517,0.9744629495051258,115.21987470918089,120.1772184233174,Changeup,97,135,120,-4.957343714136513,4.957343714136505,15,2,15,2,0,0,15,2:15,2:00,+0H 15M
,Ray, Robbie,592662,L,CH,113,88.2,1726,16.6,0.870203172471297,0.9663240414037165,219.34556590879217,220.98320519700113,Changeup,97,645,645,-1.637639288208959,1.637639288208994,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,Santillan, Tony,663574,R,CH,49,88.8,1476,13.9,0.8035852866242221,0.968266536205679,125.37536716235032,123.63248299291293,Changeup,97,105,120,1.7428841694373887,1.7428841694373818,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,Helsley, Ryan,664854,R,CH,22,87.4,1545,14.7,0.8008381410561898,0.9612120130483084,139.1788814224182,121.59285334091845,Changeup,96,75,120,17.586028081499734,17.58602808149972,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Shaw, Bryan,543766,R,CH,56,83.1,1623,10.7,0.5676453993760828,0.7763604635333099,145.65419817658383,116.77615729438281,Changeup,78,75,120,28.87804088220102,28.878040882201034,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Floro, Dylan,571670,R,CH,255,86.4,1850,17.6,0.8795622315922393,0.942600925774732,113.16835062077521,94.04413722979622,Changeup,94,135,165,19.124213390978994,19.124213390978994,-30,2,15,2,45,0,30,2:15,2:45,-0H 30M
,Alexander, Tyler,641302,L,CH,297,83.7,1462,15.4,0.863330983655514,0.9399123417118157,228.04800919833988,245.4564269025695,Changeup,94,630,585,-17.408417704229606,17.408417704229603,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Matz, Steven,571927,L,CH,597,85.1,2260,16.9,0.7638893760253618,0.8648248471951065,262.3626830125651,264.23750168120046,Changeup,86,555,555,-1.8748186686353279,1.8748186686352921,0,9,15,9,15,0,0,9:15,9:15, 0H 00M
,Chacín, Jhoulys,468504,R,CH,35,84.6,1421,9.4,0.5676920912874529,0.8710938780298494,128.45885908622535,126.87250980097446,Changeup,87,105,105,1.5863492852508898,1.5863492852508654,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,Suarez, José,660761,L,CH,448,82.3,1591,11,0.5760066674222212,0.816196344671206,237.2003314439377,227.52683337296475,Changeup,82,600,630,9.673498070972954,9.673498070972903,-30,10,0,10,30,0,30,10:00,10:30,-0H 30M
,Detmers, Reid,672282,L,CH,18,83.4,1368,14,0.8159125381901738,0.9696824818409002,223.36981884454195,235.67342540200312,Changeup,97,630,615,-12.303606557461165,12.303606557461142,15,10,30,10,15,0,15,10:30,10:15,+0H 15M
,Archer, Chris,502042,R,CH,42,85.6,1868,17.3,0.8530058280299762,0.9214231535145526,141.95965313206588,122.11469674426584,Changeup,92,75,120,19.84495638780004,19.84495638780004,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Akin, Keegan,669211,L,CH,341,81.9,1936,17.4,0.8305590238383966,0.9531927548916217,236.40719027748156,246.98673903276563,Changeup,95,600,585,-10.579548755284065,10.579548755284078,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,Gibson, Kyle,502043,R,CH,358,84.8,1639,15.5,0.8152818464593197,0.8515124081150962,131.9681427276522,100.65729204196722,Changeup,85,90,165,31.310850685684983,31.310850685684994,-75,1,30,2,45,1,15,1:30,2:45,-1H 15M
,Poppen, Sean,664092,R,CH,38,86.2,1984,19.7,0.9651302015317531,0.9653316029325518,90.63926135600428,99.31601593771883,Changeup,97,180,165,-8.676754581714547,8.676754581714542,15,3,0,2,45,0,15,3:00,2:45,+0H 15M
,Morgan, Eli,669212,R,CH,322,74.8,2012,15.8,0.719442300272446,0.8569730233077264,98.1608335053277,101.15086527413565,Changeup,86,165,165,-2.9900317688079525,2.990031768807953,0,2,45,2,45,0,0,2:45,2:45, 0H 00M
,Frankoff, Seth,571676,R,CH,48,84.5,2153,17.9,0.8959471987754604,0.9930348034081024,115.67187669083744,110.12263761875988,Changeup,99,135,135,5.549239072077555,5.549239072077557,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,Kintzler, Brandon,445213,R,CH,56,86.8,2176,20.4,0.9462680337417536,0.9660086524961874,131.86643196997986,118.03769651202622,Changeup,97,90,120,13.828735457953641,13.828735457953657,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,Zeuch, T.J.,643615,R,CH,20,81.5,1573,15.9,0.8175634554653751,0.978889575361847,130.8509889829955,118.86793372617609,Changeup,98,105,120,11.983055256819398,11.983055256819396,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,Estévez, Carlos,608032,R,CH,184,88.7,1595,13.5,0.8099769921122428,0.944665632567972,122.88438638364168,110.43620115396706,Changeup,94,120,135,12.448185229674621,12.448185229674623,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M
,Raley, Brooks,548384,L,CH,33,85.8,1938,17.6,0.8468903298381435,0.863282105461069,242.65990519309534,259.8474957326997,Changeup,86,600,555,-17.187590539604372,17.187590539604397,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,Junis, Jakob,596001,R,CH,20,84.9,1698,13.5,0.6852593297886445,0.8149676234405682,139.39914430687486,113.87364942018291,Changeup,81,75,135,25.525494886691945,25.52549488669196,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Urquidy, José,664353,R,CH,297,84.4,1913,18.9,0.9225605506122425,0.9765759298389285,122.28079059395364,120.02142768972905,Changeup,98,120,120,2.259362904224588,2.2593629042246035,0,2,0,2,0,0,0,2:00,2:00, 0H 00M
,Minter, A.J.,621345,L,CH,115,87.2,1719,17.5,0.9201742362481359,0.9007273184460104,239.81005688898773,264.4189715420139,Changeup,90,600,555,-24.608914653026147,24.60891465302612,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,Tepera, Ryan,572193,R,CH,92,86.5,1368,12.9,0.7549140071795983,0.9148619870370837,130.07108377842133,109.29289210057003,Changeup,91,105,135,20.778191677851297,20.778191677851307,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Garcia, Bryan,650530,R,CH,130,85.8,1844,18.7,0.9261443899188999,0.9731379548416899,100.41973929619947,105.80686242685819,Changeup,97,165,150,-5.387123130658722,5.387123130658706,15,2,45,2,30,0,15,2:45,2:30,+0H 15M
,Ruiz, José,614179,R,CH,38,89.4,1851,16.5,0.8375730140701546,0.8878407213939903,141.82525297622033,116.36420910959285,Changeup,89,75,120,25.461043866627477,25.46104386662748,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Ottavino, Adam,493603,R,CH,16,88.5,2026,16.9,0.7977372130708241,0.776449304752498,123.8217667274501,98.56623105938222,Changeup,78,105,165,25.25553566806788,25.255535668067893,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Slegers, Aaron,642083,R,CH,48,87,1619,14,0.7500627297854308,0.7522884363511739,134.82827362869682,108.8087223013817,Changeup,75,90,135,26.019551327315114,26.019551327315106,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Feyereisen, J.P.,656420,R,CH,158,87.7,1588,15.8,0.849837939225203,0.8994918745836282,125.96925964843612,96.80823336179083,Changeup,90,105,165,29.161026286645296,29.161026286645292,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Clay, Sam,621348,L,CH,74,87,1765,15.9,0.8170831426980323,0.8884900854952885,234.37332570034513,260.572391423976,Changeup,89,615,555,-26.199065723630866,26.199065723630888,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,Brennan, Brandon,592165,R,CH,15,81.8,1690,16.6,0.8280243662277085,0.9727042524536865,90.15851931054885,113.44970109705434,Changeup,97,180,135,-23.29118178650549,23.29118178650549,45,3,0,2,15,0,45,3:00,2:15,+0H 45M
,Stripling, Ross,548389,R,CH,257,83.1,1677,14.4,0.7371917318131158,0.9129561484255124,139.3658511958215,132.02535692691794,Changeup,91,75,90,7.340494268903569,7.340494268903553,-15,1,15,1,30,0,15,1:15,1:30,-0H 15M
,Rodriguez, Eduardo,593958,L,CH,605,85.3,1880,18.3,0.8919803590320267,0.8979465773929827,230.14110420002424,253.77052761604705,Changeup,90,615,570,-23.629423416022803,23.6294234160228,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Rodriguez, Chris,669735,R,CH,24,89.8,1552,16.9,0.9349199802561928,0.9737963126156038,112.26831134913103,109.12961049343642,Changeup,97,135,135,3.1387008556946085,3.138700855694593,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,Robles, Hansel,570663,R,CH,335,89.3,1559,16.6,0.9219711376577889,0.9526703144492924,131.66165948511818,114.13165467335807,Changeup,95,90,135,17.530004811760108,17.53000481176009,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Crouse, Hans,668968,R,CH,21,84.8,1805,17.3,0.8523815077431206,0.9802035591904886,127.67008101185664,113.36833146953335,Changeup,98,105,135,14.301749542323293,14.301749542323286,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Mikolas, Miles,571945,R,CH,51,87.4,1642,15.1,0.8228184192585789,0.9617078867781155,134.3380121279902,119.77089682528936,Changeup,96,90,120,14.567115302700842,14.567115302700845,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,Hanhold, Eric,621098,R,CH,31,91,2025,13.7,0.6689781475478142,0.6998172064929828,143.542844099099,107.0754159360635,Changeup,70,75,150,36.46742816303551,36.46742816303551,-75,1,15,2,30,1,15,1:15,2:30,-1H 15M
,Cessa, Luis,570666,R,CH,108,87.9,1681,14.7,0.7741636260423896,0.803135590800924,135.1356875308978,103.91600432407307,Changeup,80,90,150,31.219683206824726,31.21968320682472,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M
,Flaherty, Jack,656427,R,CH,23,84.5,1628,13.3,0.6947447208770736,0.7592479872846271,154.09228155801782,118.40512205217114,Changeup,76,765,120,35.68715950584668,35.68715950584667,-75,12,45,2,0,1,15,12:45,2:00,-1H 15M
,Snell, Blake,605483,L,CH,231,88.3,1725,16.3,0.8487701001355105,0.9752984746199499,222.97103035966154,233.08000590136365,Changeup,98,630,615,-10.108975541702108,10.108975541702124,15,10,30,10,15,0,15,10:30,10:15,+0H 15M
,Quintana, José,500779,L,CH,176,86.7,1290,13.8,0.8185738077108023,0.942123231420995,225.79996451737378,238.76446860648957,Changeup,94,630,600,-12.964504089115792,12.964504089115787,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,Keuchel, Dallas,572971,L,CH,756,79.6,1630,16,0.8154115172407437,0.9040997176951405,230.5588602882893,256.8576581809601,Changeup,90,615,570,-26.298797892670763,26.298797892670756,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Kazmir, Scott,431148,L,CH,63,80.5,1501,15.5,0.8145745673831025,0.9611604026668739,240.30056427010348,245.6826214985499,Changeup,96,600,585,-5.382057228446428,5.382057228446407,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,Milner, Hoby,571948,L,CH,31,81.6,1729,17.1,0.8753505651057967,0.9897143740653699,273.9376182575834,269.1424633918635,Changeup,99,525,540,4.795154865719894,4.79515486571984,-15,8,45,9,0,0,15,8:45,9:00,-0H 15M
,Smith, Riley,642092,R,CH,182,86.5,1938,18.8,0.9430595130529799,0.9505335842722606,126.77765578374306,108.8424789903692,Changeup,95,105,135,17.935176793373856,17.935176793373852,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Martin, Corbin,656686,R,CH,51,87.2,2008,15.3,0.7475261538358903,0.712530314617887,127.09789312267588,100.05137808960146,Changeup,71,105,165,27.046515033074428,27.046515033074403,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,McCaughan, Darren,670766,R,CH,22,80.7,1314,11.1,0.7291316486340917,0.9856321091545427,117.25112073536633,97.21334862037214,Changeup,99,120,165,20.037772114994183,20.037772114994198,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Chatwood, Tyler,543022,R,CH,21,87.3,1755,13.3,0.6752762779918345,0.8113576912770923,143.78102295206307,115.72199082927408,Changeup,81,75,135,28.05903212278899,28.059032122788974,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Hardy, Blaine,543278,L,CH,13,79.6,1830,19.1,0.9272615898198839,0.9950581843125849,247.7276262563591,252.09447508315696,Changeup,100,585,570,-4.366848826797877,4.366848826797852,15,9,45,9,30,0,15,9:45,9:30,+0H 15M
,Foster, Matt,641582,R,CH,164,84.3,1726,16,0.8118312851428269,0.9640015312547618,138.10352727078654,137.64957327204274,Changeup,96,90,90,0.45395399874379905,0.4539539987437888,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,Manning, Matt,666159,R,CH,181,87.5,1394,15.2,0.9001769091461672,0.9602540678584826,142.2260156057305,125.51121531363336,Changeup,96,75,105,16.714800292097152,16.714800292097156,-30,1,15,1,45,0,30,1:15,1:45,-0H 30M
,Springs, Jeffrey,605488,L,CH,209,84,1476,16.7,0.9117348056878972,0.987853222244622,234.55103278485623,233.17344934370058,Changeup,99,615,615,1.3775834411556502,1.3775834411556562,0,10,15,10,15,0,0,10:15,10:15, 0H 00M
,Freeland, Kyle,607536,L,CH,322,85.8,1544,13.3,0.788424262056168,0.9119073237071679,223.59484248938153,241.76333292808872,Changeup,91,630,600,-18.16849043870718,18.168490438707213,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,Romo, Sergio,489265,R,CH,114,80.3,2101,21.6,0.978066816096482,0.9924326707256638,98.89525403756375,96.44051179969468,Changeup,99,165,165,2.4547422378690698,2.454742237869077,0,2,45,2,45,0,0,2:45,2:45, 0H 00M
,Jax, Griffin,643377,R,CH,195,85.6,1636,16.4,0.876801559457599,0.99372749136736,126.91015094826085,113.46973663683767,Changeup,99,105,135,13.440414311423183,13.440414311423199,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Lester, Jon,452657,L,CH,429,81.3,1735,12.7,0.6370516008893724,0.7117819031061129,208.12606098918025,244.97722699158567,Changeup,71,660,585,-36.85116600240542,36.85116600240542,75,11,0,9,45,1,15,11:00,9:45,+1H 15M
,Eflin, Zach,621107,R,CH,171,85.3,1694,16.2,0.8343410537693373,0.9817686820812763,121.88732339574734,109.38954560955342,Changeup,98,120,135,12.497777786193922,12.497777786193916,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M
,Bauer, Trevor,545333,R,CH,45,88.1,1830,18.3,0.9339311941218613,0.9145634917284899,129.33758422606283,109.46791872519195,Changeup,91,105,135,19.86966550087088,19.86966550087088,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Cueto, Johnny,456501,R,CH,420,82.7,1335,12.7,0.7273075592284699,0.7975415458559533,126.9283160260477,101.6603611664257,Changeup,80,105,150,25.267954859621995,25.26795485962198,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,Peralta, Wandy,593974,L,CH,372,87.8,2178,18.7,0.8700237907731858,0.8809313471244744,233.19021397458522,255.98347285234942,Changeup,88,615,570,-22.793258877764202,22.793258877764206,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,Márquez, Germán,608566,R,CH,52,86.1,1687,13.5,0.7769419909876629,0.9306504779470884,137.4554438469709,118.8299334485519,Changeup,93,90,120,18.625510398418996,18.625510398418996,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,Borucki, Ryan,621366,L,CH,33,84,1884,17.7,0.8652669875142333,0.888594425328134,246.3635325084946,235.54951042294985,Changeup,89,585,615,10.814022085544735,10.814022085544721,-30,9,45,10,15,0,30,9:45,10:15,-0H 30M
